,Provincia,Partido,Localidad,Poblacion,ADSL,Cable-Modem,Dialup,Fibra Optica,Satelital,Wireless,Telefonia Fija,3G,4G
3161,Buenos Aires,San Pedro,Rio Tala,1814,No,No,No,Si,No,No,No,Si,Si
3162,Buenos Aires,San Pedro,San Pedro,47452,Si,Si,No,Si,Si,Si,Si,Si,Si
3163,Buenos Aires,San Pedro,Santa Lucia,2360,No,No,No,No,Si,No,Si,Si,Si
3164,Buenos Aires,San Vicente,Alejandro Korn,34760,Si,Si,Si,No,No,Si,Si,Si,Si
3165,Buenos Aires,San Vicente,Domselaar,0,No,No,No,No,No,Si,Si,Si,Si
3166,Buenos Aires,San Vicente,San Vicente,23405,Si,Si,Si,Si,No,Si,Si,Si,Si
3167,Buenos Aires,Suipacha,General Rivas,478,Si,No,No,No,No,Si,Si,No,Si
3168,Buenos Aires,Suipacha,Suipacha,8403,Si,No,Si,No,No,Si,Si,Si,Si
3169,Caba,Comuna 06,Caballito,176076,Si,Si,Si,Si,Si,Si,Si,Si,Si
3170,Cordoba,Marcos Juarez,Colonia Italiana,738,No,Si,No,No,No,Si,No,Si,No
3171,Cordoba,Marcos Juarez,Colonia Veinticinco,17,No,No,No,No,No,No,No,No,No
3172,Cordoba,Marcos Juarez,Corral De Bustos,10407,Si,Si,No,Si,No,Si,Si,Si,Si
3173,Cordoba,Marcos Juarez,Cruz Alta,7200,Si,No,No,Si,Si,No,Si,Si,Si
3174,Cordoba,Marcos Juarez,General Baldissera,2387,Si,No,No,No,Si,No,Si,Si,Si
3175,San Juan,Angaco,Villa Sefair (Talacasto),0,No,No,No,No,No,No,No,No,No
3176,San Juan,Calingasta,Barreal,0,No,No,No,No,No,No,No,Si,Si
3177,Caba,Comuna 12,Villa Urquiza,91563,Si,Si,Si,Si,Si,Si,Si,Si,Si
3178,Entre Rios,Islas Del Ibicuy,Ceibas,1730,No,No,No,Si,No,Si,Si,Si,Si
3179,Entre Rios,Islas Del Ibicuy,Ibicuy,4520,No,Si,No,No,No,No,Si,Si,Si
3180,Entre Rios,Islas Del Ibicuy,Medanos,574,No,No,No,No,No,Si,No,No,Si
3181,Entre Rios,Islas Del Ibicuy,Ñancay,0,No,No,No,No,No,No,No,No,No
3182,Entre Rios,Islas Del Ibicuy,Villa Paranacito,1940,No,Si,No,No,No,No,Si,Si,Si
3183,Entre Rios,La Paz,Bovril,8577,No,Si,No,Si,No,Si,Si,Si,Si
3184,Entre Rios,La Paz,Colonia Avigdor,474,No,No,No,No,No,Si,Si,No,Si
3185,Cordoba,Marcos Juarez,General Roca,2777,Si,No,No,Si,Si,No,Si,Si,Si
3186,Cordoba,Marcos Juarez,Guatimozin,2428,No,No,No,No,Si,No,No,Si,Si
3187,Cordoba,Marcos Juarez,Inriville,3709,Si,No,No,No,No,Si,Si,Si,Si
3188,Cordoba,Marcos Juarez,Isla Verde,4361,Si,Si,No,No,No,No,Si,Si,Si
3189,Cordoba,Marcos Juarez,Leones,10391,Si,Si,No,No,No,Si,Si,Si,Si
3190,Cordoba,Marcos Juarez,Los Surgentes,2752,Si,No,No,Si,Si,No,Si,Si,Si
3191,Cordoba,Marcos Juarez,Marcos Juarez,27004,Si,Si,No,Si,Si,Si,Si,Si,Si
3192,Cordoba,Marcos Juarez,Monte Buey,6217,Si,No,No,No,No,No,Si,Si,Si
3193,Cordoba,Marcos Juarez,Noetinger,0,No,No,No,No,No,No,No,No,No
3194,Cordoba,Marcos Juarez,Saira,789,Si,No,No,No,No,No,Si,No,No
3195,Cordoba,Marcos Juarez,Saladillo,174,No,No,No,No,No,No,Si,No,No
3196,Cordoba,Marcos Juarez,Villa Elisa,26,Si,No,Si,No,No,No,Si,No,No
3197,Entre Rios,Concordia,Pedernal,516,No,No,No,No,No,Si,No,No,Si
3198,Entre Rios,Concordia,Puerto Yerua,1274,No,No,No,No,No,Si,Si,No,Si
3199,Entre Rios,Concordia,Villa Adela,0,No,No,No,No,No,No,No,Si,Si
3200,Entre Rios,Concordia,Villa Zorraquin,0,No,No,No,No,No,No,No,Si,Si
3201,Entre Rios,Diamante,Aldea Brasilera,895,No,No,No,No,No,Si,Si,Si,Si
3202,Entre Rios,Diamante,Aldea Grapschental,25,No,No,No,No,No,No,No,No,No
3203,Entre Rios,Diamante,Aldea Protestante,519,Si,No,No,No,No,Si,Si,No,Si
3204,Entre Rios,Diamante,Aldea Salto,102,No,No,No,No,No,No,Si,No,No
3205,Entre Rios,Diamante,Aldea San Francisco,42,No,No,No,No,No,No,No,No,No
3206,Entre Rios,Diamante,Aldea Spatzenkutter,355,No,No,No,No,No,Si,Si,No,No
3207,Entre Rios,Diamante,Aldea Valle Maria,2149,No,No,No,Si,No,Si,Si,No,Si
3208,Entre Rios,Diamante,Colonia Ensayo,255,No,No,No,No,No,Si,Si,No,No
3209,Entre Rios,Diamante,Costa Grande,0,No,No,No,No,No,No,No,No,No
3210,Entre Rios,Diamante,Diamante,19142,Si,Si,No,No,No,Si,Si,Si,Si
3211,Entre Rios,Diamante,Estacion Camps,171,No,No,No,No,No,Si,Si,No,No
3212,Entre Rios,Diamante,Estacion Puiggari,0,No,No,No,No,No,No,No,No,No
3213,Entre Rios,Diamante,General Alvear,438,No,No,No,No,No,Si,Si,No,Si
3214,Entre Rios,Diamante,General Racedo,514,No,No,No,No,No,Si,Si,No,Si
3215,Entre Rios,Diamante,General Ramirez,8868,Si,Si,No,No,No,Si,Si,Si,Si
3216,Entre Rios,Diamante,La Juanita,22,No,No,No,No,No,No,No,No,No
3217,Entre Rios,Diamante,Las Jaulas,44,No,No,No,No,No,No,No,No,No
3218,Entre Rios,Diamante,Paraje La Virgen,59,No,No,No,No,No,No,No,No,No
3219,Entre Rios,Diamante,Puerto Las Cuevas,585,No,No,No,No,No,No,No,No,No
3220,Entre Rios,Diamante,Strobel,0,No,Si,No,No,No,No,No,Si,Si
3221,Entre Rios,Diamante,Villa Libertador San Martin,6312,Si,No,No,No,No,Si,Si,Si,Si
3222,Entre Rios,Federacion,Chajari,32734,Si,Si,No,Si,No,Si,Si,Si,Si
3223,Entre Rios,Federacion,Colonia Alemana,137,No,No,No,No,No,Si,No,No,No
3224,Entre Rios,Federacion,Colonia Ensanche Sauce,0,No,No,No,No,No,Si,No,No,Si
3225,Entre Rios,Federacion,Colonia La Argentina,207,No,No,No,No,No,Si,Si,Si,Si
3226,Entre Rios,Federacion,Colonia Peña,58,No,No,No,No,No,Si,No,No,No
3227,Entre Rios,Federacion,Colonia Santa Maria,0,No,No,No,No,No,Si,No,No,Si
3228,Entre Rios,Federacion,Federacion,16658,Si,No,No,Si,No,Si,Si,Si,Si
3229,Entre Rios,Federacion,Los Conquistadores,1177,No,Si,No,No,No,Si,Si,Si,Si
3230,Entre Rios,Federacion,San Jaime De La Frontera,4143,No,Si,No,No,No,No,Si,Si,Si
3231,Entre Rios,Federacion,San Pedro,264,No,Si,No,No,No,Si,No,No,Si
3232,Buenos Aires,Coronel Dorrego,Balneario Marisol,158,No,No,No,Si,No,No,Si,No,No
3233,Buenos Aires,Coronel Dorrego,Coronel Dorrego,11510,Si,Si,Si,Si,No,Si,Si,Si,Si
3234,Buenos Aires,Coronel Dorrego,El Perdido (Est. Jose A. Guisasola),919,No,No,No,Si,No,Si,Si,Si,Si
3235,Buenos Aires,Coronel Dorrego,Faro,20,No,No,No,No,No,No,No,No,No
3236,Buenos Aires,Coronel Dorrego,Irene,13,No,No,No,No,No,No,No,Si,Si
3237,Buenos Aires,Coronel Dorrego,Oriente,1778,No,No,No,Si,No,Si,Si,No,Si
3238,Buenos Aires,Coronel Dorrego,Paraje La Ruta,10,No,No,No,No,No,No,No,No,Si
3239,Buenos Aires,Coronel Dorrego,San Roman,38,No,No,No,No,No,No,No,Si,Si
3240,Buenos Aires,Coronel Pringles,Coronel Pringles (Est. Pringles),20263,Si,Si,Si,Si,No,Si,Si,Si,Si
3241,Buenos Aires,Coronel Pringles,El Divisorio,46,No,No,No,No,No,No,No,No,Si
3242,Buenos Aires,Coronel Pringles,El Pensamiento,12,No,No,No,No,No,No,No,No,No
3243,Buenos Aires,Coronel Pringles,Indio Rico,1054,No,No,Si,Si,No,Si,Si,Si,Si
3244,Buenos Aires,Coronel Pringles,Lartigau,22,No,No,No,No,No,No,No,No,No
3245,Buenos Aires,Coronel Suarez,Cascadas,11,No,No,No,No,No,No,No,No,No
3246,Buenos Aires,Coronel Suarez,Coronel Suarez,23621,Si,Si,Si,Si,No,Si,Si,Si,Si
3247,Buenos Aires,Lomas De Zamora,Villa Fiorito,44713,No,Si,No,Si,No,Si,No,Si,Si
3248,Buenos Aires,Lujan,Barrio Las Casuarinas,0,Si,No,No,Si,No,Si,Si,Si,Si
3249,Buenos Aires,Lujan,Carlos Keen,557,No,No,No,No,No,Si,Si,Si,Si
3250,Buenos Aires,Lujan,Club De Campo Los Puentes,302,No,No,No,No,No,No,No,Si,Si
3251,Buenos Aires,Lujan,Cortines,0,Si,No,No,Si,No,Si,Si,Si,Si
3252,Buenos Aires,Lujan,Country Club Las Praderas,0,No,No,No,No,No,No,No,No,Si
3253,Buenos Aires,Lujan,Jose Maria Jauregui (Est. Jauregui),0,Si,No,No,Si,No,Si,Si,Si,Si
3254,Buenos Aires,Lujan,Lezica Y Torrezuri,0,No,No,No,No,No,Si,No,Si,Si
3255,Buenos Aires,Lujan,Lujan,97363,Si,Si,Si,Si,Si,Si,Si,Si,Si
3256,Buenos Aires,Lujan,Olivera,1926,No,No,No,Si,No,Si,Si,Si,Si
3257,Buenos Aires,Tandil,De La Canal,57,No,No,No,No,No,Si,No,No,No
3258,Buenos Aires,Tandil,Desvio Aguirre,0,No,No,No,No,No,No,No,Si,Si
3259,Buenos Aires,Tandil,Gardey,532,No,No,No,Si,No,Si,Si,Si,Si
3260,Buenos Aires,Tandil,Maria Ignacia (Est. Vela),1948,Si,No,No,No,No,Si,Si,No,Si
3261,Buenos Aires,Tandil,Tandil,116916,Si,Si,Si,Si,Si,Si,Si,Si,Si
3262,Buenos Aires,Tapalque,Crotto,247,No,No,No,No,No,No,No,No,No
3263,Buenos Aires,Tapalque,Tapalque,7444,No,No,No,Si,Si,No,Si,Si,Si
3264,Buenos Aires,Tapalque,Velloso,127,No,No,No,No,No,No,No,No,No
3265,Buenos Aires,Tigre,Benavidez,42781,Si,Si,No,Si,Si,Si,Si,Si,Si
3266,Buenos Aires,Tigre,Dique Lujan,3351,Si,Si,No,No,No,Si,Si,Si,Si
3267,Entre Rios,Federacion,San Ramon,34,No,No,No,No,No,No,No,No,No
3268,San Luis,Ayacucho,El Zapallar,0,No,No,No,No,No,No,No,No,No
3269,San Luis,Ayacucho,La Aguada,0,No,No,No,No,No,No,No,No,No
3270,Caba,Comuna 07,Flores,164310,Si,Si,Si,Si,Si,Si,Si,Si,Si
3271,Cordoba,Minas,Cienaga Del Coro,303,No,No,No,No,No,Si,Si,No,Si
3272,Cordoba,Minas,El Chacho,154,No,No,No,No,No,Si,No,No,No
3273,Cordoba,Minas,Estancia De Guadalupe,140,No,No,No,No,No,Si,Si,No,No
3274,Cordoba,Minas,Guasapampa,129,No,No,No,No,No,Si,No,No,No
3275,Cordoba,Minas,La Playa,207,No,No,No,No,No,Si,No,No,No
3276,Cordoba,Minas,San Carlos Minas,1311,Si,No,No,Si,No,Si,Si,Si,Si
3277,Cordoba,Minas,Talaini,112,No,No,No,No,No,Si,No,No,No
3278,Cordoba,Minas,Tosno,94,No,No,No,No,No,Si,No,No,No
3279,Cordoba,Pocho,Chancani,422,No,No,No,No,No,Si,Si,No,Si
3280,Caba,Comuna 13,Belgrano,126831,Si,Si,Si,Si,Si,Si,Si,Si,Si
3281,Entre Rios,La Paz,El Solar,194,No,No,No,No,No,Si,Si,Si,Si
3282,Entre Rios,La Paz,La Paz,24307,Si,Si,No,Si,No,Si,Si,Si,Si
3283,Entre Rios,La Paz,Piedras Blancas,1362,No,Si,No,Si,No,Si,Si,No,Si
3284,Entre Rios,La Paz,Pueblo Arrua (Est. Alcaraz),2410,No,Si,No,No,Si,Si,Si,Si,Si
3285,Entre Rios,La Paz,San Gustavo,1325,Si,No,No,Si,No,No,Si,Si,Si
3286,Cordoba,Pocho,Las Palmas,43,No,No,No,No,No,Si,No,No,No
3287,Cordoba,Pocho,Los Talares,157,No,No,No,No,No,Si,No,No,No
3288,Cordoba,Pocho,Salsacate,1275,Si,No,No,Si,Si,Si,Si,Si,Si
3289,Cordoba,Pocho,San Geronimo,85,No,No,No,No,No,Si,No,No,No
3290,Cordoba,Pocho,Tala Cañada,183,No,No,No,No,No,Si,Si,No,Si
3291,Cordoba,Pocho,Taninga,129,No,No,No,No,No,Si,No,No,No
3292,Cordoba,Pocho,Villa De Pocho,171,No,No,No,Si,No,Si,Si,No,Si
3293,Cordoba,Presidente Roque Saenz Peña,General Levalle,5697,Si,Si,No,No,No,Si,Si,Si,Si
3294,Cordoba,Presidente Roque Saenz Peña,La Cesira,1318,Si,No,No,Si,Si,Si,Si,Si,Si
3295,Cordoba,Presidente Roque Saenz Peña,Laboulaye,20534,Si,Si,No,Si,No,Si,Si,Si,Si
3296,Cordoba,Presidente Roque Saenz Peña,Leguizamon,53,No,No,No,No,No,No,No,No,No
3297,Cordoba,Presidente Roque Saenz Peña,Melo,1198,No,No,No,Si,Si,Si,Si,Si,Si
3298,Cordoba,Presidente Roque Saenz Peña,Rio Bamba,103,No,No,No,No,No,Si,Si,Si,Si
3299,Cordoba,Presidente Roque Saenz Peña,Rosales,525,No,No,No,No,No,Si,Si,Si,Si
3300,Cordoba,Presidente Roque Saenz Peña,San Joaquin,140,No,No,No,No,No,Si,Si,No,Si
3301,Entre Rios,Federacion,Santa Ana,905,No,Si,No,No,No,No,Si,Si,Si
3302,Entre Rios,Federacion,Villa Del Rosario,2720,No,Si,No,No,No,No,Si,Si,No
3303,Entre Rios,Federal,Conscripto Bernardi,1339,No,No,No,No,No,Si,Si,No,Si
3304,Entre Rios,Federal,El Cimarron,336,No,No,No,No,No,Si,Si,No,No
3305,Entre Rios,Federal,Federal,16075,Si,No,No,Si,No,Si,Si,No,Si
3306,Entre Rios,Federal,Nueva Vizcaya,379,No,No,No,No,No,Si,No,No,Si
3307,Entre Rios,Federal,Sauce De Luna,2845,No,Si,No,No,Si,Si,Si,No,Si
3308,Entre Rios,Feliciano,San Jose De Feliciano,10282,No,No,No,No,Si,Si,Si,Si,Si
3309,Entre Rios,Feliciano,San Victor,325,Si,No,No,No,No,Si,Si,No,Si
3310,Entre Rios,Gualeguay,Aldea Asuncion,263,No,No,No,No,No,No,Si,No,No
3311,Entre Rios,Gualeguay,Estacion Lazo,175,No,No,No,No,No,No,Si,No,Si
3312,Entre Rios,Gualeguay,General Galarza,4741,Si,No,No,No,No,Si,Si,Si,Si
3313,Entre Rios,Gualeguay,Gualeguay,40507,Si,Si,No,Si,Si,Si,Si,Si,Si
3314,Entre Rios,Gualeguay,Puerto Ruiz,347,No,No,No,No,No,No,Si,No,No
3315,La Rioja,General Angel V. Peñaloza,Punta De Los Llanos,532,No,No,No,Si,No,Si,Si,No,Si
3316,La Rioja,General Angel V. Peñaloza,Tama,1164,Si,No,No,Si,No,Si,Si,No,Si
3317,La Rioja,General Belgrano,Castro Barros,116,No,No,No,No,No,Si,No,No,No
3318,La Rioja,General Belgrano,Chañar,903,Si,No,No,Si,No,Si,Si,Si,No
3319,La Rioja,General Belgrano,Loma Blanca,731,No,No,No,No,Si,No,No,No,Si
3320,La Rioja,General Belgrano,Olta,4547,No,Si,No,Si,Si,Si,Si,Si,Si
3321,La Rioja,General Juan F. Quiroga,Malanzan,1335,No,No,No,Si,No,Si,Si,No,Si
3322,La Rioja,General Juan F. Quiroga,Nacate,359,No,No,No,No,No,Si,No,No,No
3323,La Rioja,General Juan F. Quiroga,Portezuelo,1017,No,No,No,Si,No,Si,Si,No,Si
3324,La Rioja,General Juan F. Quiroga,San Antonio,149,No,No,No,No,No,Si,No,No,No
3325,La Rioja,General Lamadrid,Villa Castelli,1697,No,No,No,Si,No,Si,Si,No,Si
3326,La Rioja,General Ocampo,Ambil,214,No,No,No,No,No,Si,No,No,No
3327,La Rioja,General Ocampo,Colonia Ortiz De Ocampo,152,No,No,No,No,No,No,No,No,No
3328,La Rioja,General Ocampo,Milagro,3494,No,Si,No,Si,No,No,Si,No,Si
3329,La Rioja,General Ocampo,Olpas,178,No,No,No,No,No,No,No,No,No
3330,La Rioja,General Ocampo,Santa Rita De Catuna,1695,No,Si,No,No,Si,No,Si,No,No
3331,La Rioja,General San Martin,Ulapes,3205,No,Si,No,Si,No,Si,Si,No,Si
3332,Entre Rios,Gualeguaychu,Aldea San Antonio,1091,No,Si,No,No,Si,No,Si,No,Si
3333,Entre Rios,Gualeguaychu,Aldea San Juan,179,No,No,No,No,No,Si,No,No,Si
3334,Entre Rios,Gualeguaychu,Enrique Carbo,750,No,No,No,No,No,Si,Si,No,Si
3335,Entre Rios,Gualeguaychu,Estacion Escriña,47,No,No,No,No,No,No,No,No,No
3336,Entre Rios,Gualeguaychu,Faustino M. Parera,158,Si,No,No,No,No,No,Si,No,Si
3337,Entre Rios,Gualeguaychu,General Almada,144,No,No,No,No,No,No,Si,No,Si
3338,Entre Rios,Gualeguaychu,Gilbert,996,No,Si,No,No,No,No,Si,Si,Si
3339,Entre Rios,Gualeguaychu,Gualeguaychu,80614,Si,Si,Si,Si,No,Si,Si,Si,Si
3340,Entre Rios,Gualeguaychu,Irazusta,298,No,No,No,No,No,No,Si,No,No
3341,Entre Rios,Gualeguaychu,Larroque,6180,Si,No,No,Si,No,Si,Si,Si,Si
3342,Entre Rios,Gualeguaychu,Pastor Britos,96,No,No,No,No,No,No,No,No,No
3343,Entre Rios,Gualeguaychu,Pueblo General Belgrano,2030,No,Si,No,No,No,No,Si,Si,Si
3344,Entre Rios,Gualeguaychu,Urdinarrain,8580,Si,Si,No,No,No,Si,Si,Si,Si
3345,Entre Rios,Islas Del Ibicuy,Arroyo Martinez,0,No,No,No,No,No,No,No,Si,Si
3346,Neuquen,Ñorquin,El Cholar,734,No,No,No,No,Si,Si,Si,No,No
3347,Neuquen,Ñorquin,El Huecu,1391,No,No,No,No,Si,Si,Si,No,Si
3348,Neuquen,Ñorquin,Taquimilan,558,No,No,No,No,No,Si,Si,No,No
3349,Neuquen,Pehuenches,Barrancas,938,No,No,No,No,No,Si,Si,No,No
3350,Neuquen,Pehuenches,Buta Ranquil,2443,No,No,No,No,Si,No,Si,No,Si
3351,Neuquen,Pehuenches,Octavio Pico,113,No,No,No,No,No,No,No,No,No
3352,Neuquen,Pehuenches,Rincon De Los Sauces,18691,Si,Si,Si,Si,Si,Si,Si,Si,Si
3353,Neuquen,Picun Leufu,El Sauce,71,No,No,No,No,No,No,No,No,No
3354,Neuquen,Picun Leufu,Paso Aguerre,207,No,No,No,No,No,No,Si,No,No
3355,Neuquen,Picun Leufu,Picun Leufu,3144,No,No,No,No,Si,Si,Si,No,Si
3356,Neuquen,Picunches,Bajada Del Agrio,792,No,No,No,No,No,No,Si,No,Si
3357,Neuquen,Picunches,La Buitrera,432,No,No,No,No,No,No,No,No,No
3358,Neuquen,Picunches,Las Lajas,4464,No,No,Si,No,Si,No,Si,No,Si
3359,Neuquen,Picunches,Quili Malal,23,No,No,No,No,No,No,No,No,No
3360,Neuquen,Zapala,Covunco Centro,0,No,No,No,No,No,No,No,No,Si
3361,Neuquen,Zapala,Los Catutos,229,No,No,No,No,No,Si,No,No,No
3362,Rio Negro,9 De Julio,Treneta,27,No,No,No,No,Si,No,No,No,No
3363,Rio Negro,9 De Julio,Yaminue,92,No,No,No,No,Si,No,No,No,No
3364,Salta,Oran,San Ramon De La Nueva Oran,76070,Si,Si,No,Si,Si,No,Si,Si,Si
3365,Salta,Oran,Urundel,2920,No,No,No,Si,Si,Si,Si,Si,Si
3366,Salta,Rivadavia,Alto De La Sierra,450,No,No,No,Si,No,Si,No,No,No
3367,Salta,Rivadavia,Capitan Juan Page,213,No,No,No,No,No,Si,No,No,No
3368,Salta,Rivadavia,Coronel Juan Sola,4714,Si,No,No,No,Si,Si,Si,Si,Si
3369,Salta,Rivadavia,Hito 1,62,No,No,No,No,No,No,No,No,No
3370,Salta,Rivadavia,La Union,2353,No,No,No,No,No,No,No,No,Si
3371,Salta,Rivadavia,Los Blancos,1073,No,No,No,No,No,Si,No,No,Si
3372,Salta,Rivadavia,Pluma De Pato,529,No,No,No,No,No,Si,No,No,Si
3373,Salta,Rivadavia,Rivadavia,2155,No,No,No,Si,No,No,No,No,Si
3374,Salta,Rivadavia,Santa Maria,587,No,No,No,No,No,No,No,No,No
3375,Salta,Rivadavia,Santa Rosa,432,No,No,No,No,No,No,No,No,No
3376,Salta,Rivadavia,Santa Victoria Este,1809,Si,No,No,Si,Si,Si,Si,No,Si
3377,Salta,Rosario De La Frontera,Antilla,542,No,No,No,Si,Si,No,No,No,Si
3378,Salta,Rosario De La Frontera,Copo Quile,487,No,No,No,Si,No,No,No,No,Si
3379,Salta,Rosario De La Frontera,El Naranjo,161,No,No,No,Si,No,No,No,Si,Si
3380,Salta,Rosario De La Frontera,El Potrero,462,No,No,No,Si,Si,No,No,No,No
3381,Salta,Rosario De La Frontera,Rosario De La Frontera,24140,Si,Si,No,Si,Si,No,Si,Si,Si
3382,Salta,Rosario De La Frontera,San Felipe,80,No,No,No,No,No,No,No,No,No
3383,Salta,Rosario De Lerma,Campo Quijano,8929,Si,No,No,Si,Si,Si,Si,Si,Si
3384,Salta,Rosario De Lerma,La Merced Del Encon,1031,No,No,No,Si,No,Si,No,Si,Si
3385,Salta,Rosario De Lerma,La Silleta,1402,Si,No,No,Si,Si,Si,Si,No,No
3386,Salta,Rosario De Lerma,Rosario De Lerma,20795,Si,Si,No,Si,Si,Si,Si,Si,Si
3387,Salta,San Carlos,Angastaco,823,No,No,No,Si,No,Si,No,No,Si
3388,Salta,San Carlos,Animana,1276,No,No,No,No,Si,Si,Si,No,Si
3389,Salta,San Carlos,El Barrial,437,No,No,No,No,No,No,No,No,No
3390,Salta,San Carlos,San Carlos,2209,No,No,No,Si,Si,Si,Si,No,Si
3391,Salta,Santa Victoria,Acoyte,60,No,No,No,No,No,No,No,No,No
3392,Salta,Santa Victoria,Campo La Cruz,195,No,No,No,No,No,No,No,No,No
3393,Salta,Santa Victoria,Los Toldos,1002,No,No,No,Si,No,No,No,No,No
3394,Salta,Santa Victoria,Nazareno,916,No,No,No,Si,No,No,No,No,No
3395,Salta,Santa Victoria,Poscaya,367,No,No,No,No,No,No,No,No,No
3396,Salta,Santa Victoria,San Marcos,171,No,No,No,No,No,No,No,No,No
3397,San Juan,Chimbas,Villa Paula Albarracin,0,No,No,No,No,No,No,No,Si,Si
3398,San Juan,Iglesia,Angualasto,316,No,No,No,No,Si,No,No,No,Si
3399,San Juan,Iglesia,Bella Vista,325,No,No,No,No,No,No,No,No,No
3400,San Juan,Iglesia,Iglesia,661,No,No,No,No,Si,No,Si,No,No
3401,San Juan,Iglesia,Las Flores,906,No,No,No,Si,No,No,Si,Si,Si
3402,San Juan,Iglesia,Pismanta,98,No,No,No,No,Si,No,No,No,No
3403,San Juan,Iglesia,Rodeo,2625,No,No,Si,No,No,No,Si,Si,Si
3404,San Juan,Iglesia,Tudcum,699,No,No,No,No,No,No,Si,No,No
3405,San Juan,Jachal,El Fical,0,No,No,No,No,No,No,No,No,No
3406,San Juan,Jachal,El Fiscal,0,No,No,No,No,No,No,No,No,No
3407,San Juan,Jachal,El Medano,96,No,No,No,No,No,No,No,No,No
3408,San Juan,Jachal,Gran China,484,No,No,No,No,No,Si,No,No,No
3409,San Juan,Jachal,Huaco,1454,No,No,No,No,No,Si,Si,No,No
3410,San Juan,Jachal,La Falda,0,No,No,No,No,No,No,No,No,No
3411,San Juan,Jachal,Mogna,114,No,No,No,No,No,No,No,No,No
3412,San Juan,Jachal,Niquivil,819,No,No,No,No,No,No,Si,No,Si
3413,San Juan,Jachal,Pampa Vieja,740,No,No,No,No,No,Si,No,No,No
3414,San Juan,Jachal,San Isidro,408,No,No,No,No,No,Si,No,No,No
3415,San Juan,Jachal,San Jose De Jachal,10940,No,No,Si,Si,Si,Si,Si,Si,Si
3416,San Juan,Jachal,Tamberias,622,No,No,No,No,No,Si,Si,No,No
3417,San Juan,Jachal,Villa Malvinas Argentinas,340,No,No,No,No,No,No,No,No,No
3418,San Luis,Ayacucho,La Avenencia,0,No,No,No,No,No,No,No,No,No
3419,San Luis,Ayacucho,La Botija,0,No,No,No,No,No,No,No,No,No
3420,San Luis,Ayacucho,La Brea,0,No,No,No,No,No,No,No,No,No
3421,San Luis,Ayacucho,La Majada,0,No,No,No,No,No,Si,No,No,No
3422,San Luis,Ayacucho,La Represita,0,No,No,No,No,No,No,No,No,No
3423,San Luis,Ayacucho,La Salvadora,0,No,No,No,No,No,No,No,No,No
3424,San Luis,Ayacucho,Las Chacras,0,No,No,No,No,No,No,No,No,No
3425,San Luis,Ayacucho,Las Chimbas,0,No,No,No,No,No,No,No,No,No
3426,San Luis,Ayacucho,Las Lagunitas,0,No,No,No,No,No,No,No,No,No
3427,San Luis,Ayacucho,Leandro N. Alem,379,No,No,No,No,No,Si,No,No,No
3428,San Luis,Ayacucho,Lomas Blancas,0,No,No,No,No,No,Si,No,No,No
3429,San Luis,Ayacucho,Los Quemados,0,No,No,No,No,No,No,No,No,No
3430,San Luis,Ayacucho,Lujan,2016,No,No,No,No,No,Si,Si,No,No
3431,San Luis,Ayacucho,Pampa Grande,0,No,No,No,Si,No,No,No,No,No
3432,San Luis,Ayacucho,Pozo Del Molle,0,No,No,No,No,No,No,No,No,No
3433,San Luis,Ayacucho,Quines,7459,No,No,No,No,Si,Si,No,No,Si
3434,San Luis,Ayacucho,Rio Juan Gomez,0,No,No,No,No,No,Si,No,No,No
3435,San Luis,Ayacucho,Rodeo De Cadenas,0,No,No,No,No,No,No,No,No,No
3436,San Luis,Ayacucho,San Francisco Del Monte De Oro,3732,No,Si,No,No,No,Si,No,No,Si
3437,San Luis,Ayacucho,San Ignacio,0,No,No,No,No,No,No,No,No,No
3438,San Luis,Ayacucho,San Miguel,0,No,No,No,No,No,No,No,No,No
3439,San Luis,Ayacucho,San Roque,0,No,No,No,No,No,No,No,No,No
3440,San Luis,Ayacucho,Santa Ana,0,No,No,No,No,No,No,No,No,No
3441,San Luis,Ayacucho,Santa Rosa De Catantal,0,No,No,No,No,No,No,No,No,No
3442,San Luis,Ayacucho,Santa Teresa,0,No,No,No,No,No,No,No,No,No
3443,San Luis,Ayacucho,Santo Domingo,0,No,No,No,No,No,No,No,No,No
3444,San Luis,Ayacucho,Talita,0,No,No,No,No,No,No,No,No,No
3445,San Luis,Belgrano,Arbol Solo,0,No,No,No,No,No,No,No,No,No
3446,San Luis,Belgrano,Bella Estancia,0,No,No,No,No,No,No,No,No,No
3447,San Luis,Belgrano,Buen Orden,0,No,No,No,No,No,No,No,No,No
3448,San Luis,Belgrano,El Barrial,0,No,No,No,No,No,No,No,No,No
3449,Santa Fe,Caseros,Bigand,4939,Si,Si,No,No,No,No,Si,Si,Si
3450,Santa Fe,Caseros,Casilda,34703,Si,Si,No,Si,No,Si,Si,Si,Si
3451,Santa Fe,Caseros,Chabas,6871,Si,No,No,No,No,Si,Si,Si,Si
3452,Santa Fe,Caseros,Chañar Ladeado,5415,Si,Si,No,Si,No,No,Si,Si,Si
3453,Santa Fe,Caseros,Gödeken,1652,No,Si,No,Si,No,No,Si,No,Si
3454,Santa Fe,Caseros,Los Molinos,1832,Si,Si,No,No,No,No,Si,Si,Si
3455,Santa Fe,Caseros,Los Nogales,152,No,Si,No,No,No,No,Si,No,No
