,Provincia,Partido,Localidad,Poblacion,ADSL,Cable-Modem,Dialup,Fibra Optica,Satelital,Wireless,Telefonia Fija,3G,4G
993,Catamarca,Fray Mamerto Esquiu,Pomancillo Este,247,No,No,No,No,No,No,Si,No,No
994,Catamarca,Fray Mamerto Esquiu,Pomancillo Oeste,254,No,No,No,No,No,No,No,No,No
995,Catamarca,Fray Mamerto Esquiu,San Antonio,0,No,No,No,Si,No,No,No,Si,Si
996,Catamarca,Fray Mamerto Esquiu,San Jose,10242,No,No,No,No,No,No,No,Si,Si
997,Catamarca,Fray Mamerto Esquiu,Villa Las Pirquitas,740,No,No,No,No,Si,No,No,No,Si
998,Catamarca,La Paz,Casa De Piedra,251,No,No,No,No,No,No,No,No,No
999,Caba,Comuna 01,San Nicolas,29273,Si,Si,Si,Si,Si,Si,Si,Si,Si
1000,Catamarca,La Paz,El Aybal,68,No,No,No,No,No,No,No,No,No
1001,Catamarca,La Paz,El Bañado,123,No,No,No,No,No,No,No,No,No
1002,Catamarca,La Paz,El Divisadero,70,No,No,No,No,No,No,No,No,No
1003,Catamarca,La Paz,El Quimilo,63,No,No,No,No,No,No,No,No,No
1004,Catamarca,La Paz,Esquiu,1019,No,No,No,No,No,No,No,Si,Si
1005,Catamarca,La Paz,Icaño,2104,No,No,No,No,Si,No,Si,Si,Si
1006,Catamarca,La Paz,La Dorada,218,No,No,No,No,No,No,No,No,No
1007,Catamarca,La Paz,La Guardia,493,No,No,No,No,No,No,No,No,Si
1008,Catamarca,La Paz,Las Esquinas,136,No,No,No,No,No,No,No,No,No
1009,Catamarca,La Paz,Las Palmitas,126,No,No,No,No,No,No,No,No,No
1010,Catamarca,La Paz,Quiros,1156,No,No,No,No,No,Si,Si,No,Si
1011,Catamarca,La Paz,Ramblones,68,No,No,No,No,No,No,No,No,No
1012,Buenos Aires,La Plata,Villa Elisa,0,No,Si,No,Si,No,Si,No,Si,Si
1013,Buenos Aires,La Plata,Villa Elvira,0,No,Si,No,Si,No,Si,No,Si,Si
1014,Buenos Aires,La Plata,Villa Garibaldi,0,No,No,No,No,No,Si,No,No,No
1015,Buenos Aires,La Plata,Villa Montoro,0,No,No,No,No,No,Si,No,Si,Si
1016,Buenos Aires,La Plata,Villa Parque Sicardi,0,No,No,No,No,No,Si,No,Si,Si
1017,Buenos Aires,Lanus,Gerli,33704,Si,Si,Si,Si,No,No,Si,Si,Si
1018,Buenos Aires,Lanus,Lanus Este,55952,Si,Si,Si,Si,Si,No,Si,Si,Si
1019,Buenos Aires,Lanus,Lanus Oeste,159094,No,Si,Si,Si,No,Si,No,Si,Si
1020,Buenos Aires,Lanus,Monte Chingolo,86220,Si,Si,Si,Si,No,No,Si,Si,Si
1021,La Pampa,Toay,Naico,3,No,No,No,No,No,No,No,No,No
1022,Buenos Aires,Almirante Brown,Longchamps,51001,Si,Si,Si,Si,No,Si,Si,Si,Si
1023,Buenos Aires,Almirante Brown,Malvinas Argentinas,25844,Si,Si,Si,Si,Si,Si,Si,Si,Si
1024,Buenos Aires,Almirante Brown,Ministro Rivadavia,17928,Si,Si,Si,Si,No,Si,Si,Si,Si
1025,Buenos Aires,Almirante Brown,Rafael Calzada,60422,Si,Si,Si,Si,No,Si,Si,Si,Si
1026,Buenos Aires,Almirante Brown,San Francisco Solano,30355,Si,Si,Si,Si,No,Si,Si,Si,Si
1027,Buenos Aires,Almirante Brown,San Jose,48151,Si,Si,Si,Si,Si,Si,Si,Si,Si
1028,Catamarca,Belen,Puerta De San Jose,277,No,No,No,No,No,No,No,No,No
1029,Catamarca,Belen,Villa Vil,481,No,No,No,No,No,No,No,No,No
1030,Catamarca,Capayan,Adolfo E. Carranza,32,No,No,No,No,No,No,No,No,No
1031,Catamarca,Capayan,Balde De La Punta,116,No,No,No,No,No,No,No,No,No
1032,Buenos Aires,General San Martin,Villa Jose Leon Suarez,16173,Si,Si,No,Si,No,Si,Si,Si,Si
1033,Buenos Aires,General San Martin,Villa Juan Martin De Pueyrredon,18082,No,Si,No,Si,No,No,No,Si,Si
1034,Buenos Aires,General San Martin,Villa Libertad,14404,No,Si,No,Si,No,No,No,Si,Si
1035,Buenos Aires,General San Martin,Villa Lynch,4097,Si,Si,No,Si,No,No,Si,Si,Si
1036,Buenos Aires,General San Martin,Villa Maipu,25120,Si,Si,No,Si,No,Si,No,Si,Si
1037,Buenos Aires,General San Martin,Villa Marques Alejandro Maria De Aguado,13440,No,Si,No,Si,No,No,No,Si,Si
1038,Buenos Aires,General San Martin,Villa Parque Pres Figueroa Alcorta,3762,No,Si,No,Si,No,No,No,Si,Si
1039,Buenos Aires,General San Martin,Villa Parque San Lorenzo,4567,No,Si,No,Si,No,No,No,Si,Si
1040,Buenos Aires,General San Martin,Villa San Andres,10018,Si,Si,No,Si,No,Si,Si,Si,Si
1041,Buenos Aires,General San Martin,Villa Yapeyu,3654,No,Si,No,Si,No,No,No,Si,Si
1042,Buenos Aires,Pilar,Del Viso,41437,Si,Si,No,Si,No,Si,Si,Si,Si
1043,Buenos Aires,Pilar,Fatima,4923,Si,Si,No,Si,No,Si,Si,Si,Si
1044,Buenos Aires,Pilar,La Lonja,12451,Si,Si,No,Si,No,Si,Si,Si,Si
1045,Buenos Aires,Pilar,Los Cachorros,9009,No,Si,No,No,No,No,No,Si,Si
1046,Buenos Aires,Pilar,Manzanares,4379,No,No,No,No,No,Si,No,Si,Si
1047,Buenos Aires,Pilar,Manzone,1970,No,No,No,No,No,No,No,Si,Si
1048,Buenos Aires,Pilar,Maquinista F. Savio (Oeste),12240,No,No,No,No,No,Si,No,Si,Si
1049,Buenos Aires,Pilar,Pilar,86158,Si,Si,Si,Si,Si,Si,Si,Si,Si
1050,Buenos Aires,Arrecifes,Arrecifes,26400,Si,Si,Si,Si,Si,Si,Si,Si,Si
1051,Buenos Aires,Arrecifes,Todd,732,No,No,No,Si,No,No,Si,Si,Si
1052,Buenos Aires,Arrecifes,Viña,464,Si,Si,No,No,No,No,No,Si,Si
1053,Buenos Aires,Avellaneda,Area Reserva Cinturon Ecologico,3550,No,No,No,No,No,No,No,Si,Si
1054,Buenos Aires,Avellaneda,Avellaneda,25325,Si,Si,Si,Si,Si,Si,Si,Si,Si
1055,Buenos Aires,Avellaneda,Crucesita,22745,Si,Si,No,Si,No,No,Si,Si,Si
1056,Buenos Aires,Avellaneda,Dock Sud,37392,Si,Si,No,Si,No,Si,Si,Si,Si
1057,Buenos Aires,Avellaneda,Gerli,32384,Si,Si,No,Si,No,No,Si,Si,Si
1058,Buenos Aires,General Viamonte,Baigorrita,1848,Si,No,No,No,No,Si,Si,No,Si
1059,Buenos Aires,General Viamonte,La Delfina,26,No,No,No,No,No,No,No,No,No
1060,Buenos Aires,General Viamonte,Los Toldos,14496,Si,No,No,Si,No,Si,Si,Si,Si
1061,Buenos Aires,General Viamonte,San Emilio,142,No,No,No,No,No,No,No,No,No
1062,Buenos Aires,General Viamonte,Zavalia,327,No,No,No,No,No,Si,Si,No,No
1063,Buenos Aires,General Villegas,Banderalo,1339,No,No,No,No,Si,No,No,Si,Si
1064,Buenos Aires,General Villegas,Cañada Seca,718,No,No,No,No,No,No,No,No,Si
1065,Buenos Aires,General Villegas,Coronel Charlone,1348,Si,No,No,Si,Si,No,Si,Si,Si
1066,Buenos Aires,General Villegas,Emilio V. Bunge,1986,No,No,No,No,Si,No,Si,Si,Si
1067,Buenos Aires,General Villegas,General Villegas (Est. Villegas),18275,Si,Si,No,No,Si,No,Si,Si,Si
1068,Buenos Aires,General Villegas,Massey (Est. Elordi),63,No,No,No,No,No,No,No,No,No
1069,Buenos Aires,General Villegas,Pichincha,18,No,No,No,No,No,No,No,No,No
1070,Buenos Aires,General Villegas,Piedritas,2160,Si,No,No,Si,Si,Si,Si,Si,Si
1071,Buenos Aires,General Villegas,Santa Eleodora,293,No,No,No,No,No,No,Si,No,Si
1072,Buenos Aires,Pilar,Presidente Derqui,50783,Si,Si,No,Si,No,Si,Si,Si,Si
1073,Buenos Aires,Pilar,Roberto De Vicenzo,0,No,No,No,No,No,No,No,Si,Si
1074,Buenos Aires,Pilar,Santa Teresa,5324,No,No,No,No,Si,No,No,Si,Si
1075,Buenos Aires,Pilar,Tortuguitas,26024,No,No,No,Si,Si,Si,No,Si,Si
1076,Buenos Aires,Pilar,Villa Astolfi,6735,No,Si,No,Si,No,Si,No,Si,Si
1077,Buenos Aires,Pilar,Villa Rosa,23865,Si,Si,Si,Si,No,Si,Si,Si,Si
1078,Buenos Aires,Pilar,Zelaya,3461,Si,Si,No,No,No,Si,Si,Si,Si
1079,Buenos Aires,Pinamar,Carilo,0,No,No,No,No,No,No,No,Si,Si
1080,Buenos Aires,Pinamar,Ostende,0,No,No,No,No,No,No,No,Si,Si
1081,Catamarca,Tinogasta,Costa De Reyes,30,No,No,No,No,No,No,No,No,No
1082,Catamarca,Tinogasta,El Pueblito,58,No,No,No,No,No,No,No,No,No
1083,Catamarca,Tinogasta,El Puesto,432,No,No,No,No,No,No,No,No,No
1084,Caba,Comuna 01,San Telmo,20453,Si,Si,Si,Si,Si,Si,Si,Si,Si
1085,Catamarca,Poman,Saujil,2368,No,No,No,No,Si,Si,Si,No,Si
1086,Catamarca,Poman,Sijan,1169,No,No,No,No,Si,No,Si,No,No
1087,Catamarca,Santa Maria,Andalhuala,241,No,No,No,No,No,No,No,No,No
1088,Catamarca,Santa Maria,Caspichango,39,No,No,No,No,No,No,No,No,No
1089,Catamarca,Santa Maria,Chañar Punco,1736,No,No,No,No,No,No,No,No,Si
1090,Catamarca,Santa Maria,El Cajon,141,No,No,No,No,No,No,No,No,No
1091,Catamarca,Santa Maria,El Cerrito,0,No,No,No,No,No,No,No,Si,Si
1092,Catamarca,Santa Maria,El Desmonte,144,No,No,No,No,No,No,No,No,No
1093,Catamarca,Santa Maria,El Puesto,200,No,No,No,No,No,No,No,No,No
1094,Catamarca,Santa Maria,Famatanca,589,No,No,No,No,No,No,No,No,No
1095,Catamarca,Santa Maria,Fuerte Quemado,459,No,No,No,No,No,No,No,No,No
1096,Catamarca,Santa Maria,La Hoyada,120,No,No,No,No,No,No,No,No,No
1097,Caba,Comuna 10,Villa Luro,32502,Si,Si,Si,Si,Si,Si,Si,Si,Si
1098,Catamarca,Tinogasta,El Salado,574,No,No,No,No,No,No,No,No,No
1099,Catamarca,Tinogasta,Fiambala,4693,No,No,No,Si,Si,Si,Si,Si,Si
1100,Catamarca,Tinogasta,La Puntilla,0,No,No,No,No,No,No,No,No,No
1101,Catamarca,Tinogasta,La Ramadita,0,No,No,No,No,No,No,No,No,No
1102,Catamarca,Tinogasta,Los Balverdis,6,No,No,No,No,No,No,No,No,No
1103,Catamarca,Tinogasta,Medanitos,999,No,No,No,No,No,No,No,No,Si
1104,Catamarca,Tinogasta,Palo Blanco,992,No,No,No,No,No,No,No,No,No
1105,Catamarca,Tinogasta,Pampa Blanca,0,No,No,No,No,No,No,No,No,No
1106,Catamarca,Tinogasta,Punta Del Agua,167,No,No,No,No,No,No,No,No,No
1107,Catamarca,Tinogasta,Saujil,339,No,No,No,No,No,No,No,No,No
1108,Catamarca,Tinogasta,Taton,301,No,No,No,No,No,No,No,No,Si
1109,Mendoza,Junin,Medrano,817,No,No,No,No,No,Si,No,No,No
1110,Catamarca,Santa Maria,La Loma,388,No,No,No,No,Si,No,No,No,No
1111,Catamarca,Santa Maria,La Puntilla,0,No,No,No,No,No,No,No,No,No
1112,Catamarca,Santa Maria,Lampacito,0,No,No,No,No,No,No,No,No,Si
1113,Catamarca,Santa Maria,Las Mojarras,959,No,No,No,No,No,No,No,No,No
1114,Catamarca,Santa Maria,Loro Huasi,1547,No,No,No,No,No,No,No,No,No
1115,Catamarca,Santa Maria,Medanitos,0,No,No,No,No,No,No,No,No,No
1116,Catamarca,Santa Maria,Palo Seco,0,No,No,No,No,No,No,No,No,No
1117,Catamarca,Santa Maria,Punta De Balasto,177,No,No,No,No,No,No,No,No,No
1118,Catamarca,Santa Maria,San Jose,2901,No,No,No,No,Si,No,No,No,No
1119,Catamarca,Santa Maria,San Jose Banda,0,No,No,No,No,No,No,No,No,No
1120,Catamarca,Santa Maria,San Jose Norte,0,No,No,No,No,No,No,No,No,No
1121,Catamarca,Santa Maria,Santa Maria,11648,No,No,No,No,Si,No,No,No,No
1122,Catamarca,Santa Maria,Yapes,129,No,No,No,No,No,No,No,No,No
1123,Catamarca,Santa Rosa,Alijilan,1396,No,No,No,No,Si,No,Si,No,Si
1124,Catamarca,Santa Rosa,Bañado De Ovanta,1096,No,No,No,No,Si,No,Si,No,Si
1125,Catamarca,Santa Rosa,Las Cañas,177,No,No,No,No,No,No,No,No,No
1126,Catamarca,Santa Rosa,Lavalle,792,No,No,No,No,Si,No,No,No,No
1127,Catamarca,Santa Rosa,Los Altos,4490,No,No,No,No,Si,Si,Si,Si,Si
1128,Catamarca,Santa Rosa,Manantiales,659,No,No,No,No,No,No,No,No,No
1129,Catamarca,Santa Rosa,San Pedro,830,No,No,No,No,No,No,No,No,Si
1130,Catamarca,Tinogasta,Anillaco,232,No,No,No,No,No,No,No,No,No
1131,Catamarca,Tinogasta,Antinaco,105,No,No,No,No,No,No,No,No,No
1132,Catamarca,Tinogasta,Banda De Lucero,268,No,No,No,No,No,No,No,No,No
1133,Catamarca,Tinogasta,Cerro Negro,24,No,No,No,No,No,No,No,No,No
1134,Catamarca,Tinogasta,Copacabana,695,No,No,No,No,No,No,No,No,Si
1135,Catamarca,Tinogasta,Cordobita,61,No,No,No,No,No,No,No,No,No
1136,Cordoba,Tulumba,Las Arrias,1104,Si,No,No,No,No,No,Si,Si,Si
1137,Cordoba,Tulumba,Lucio V. Mansilla,782,No,No,No,No,No,No,Si,Si,Si
1138,Cordoba,Tulumba,Rosario Del Saladillo,178,No,No,No,Si,No,No,No,No,No
1139,Cordoba,Tulumba,San Jose De La Dormida,4472,Si,No,No,No,Si,Si,Si,Si,Si
1140,Cordoba,Tulumba,San Jose De Las Salinas,662,No,No,No,No,No,No,No,Si,Si
1141,Cordoba,Tulumba,San Pedro Norte,317,No,No,No,No,No,Si,No,No,No
1142,Cordoba,Tulumba,Villa Tulumba,1474,No,No,No,Si,No,Si,Si,Si,Si
1143,Cordoba,Union,Aldea Santa Maria,201,No,No,No,No,No,No,No,No,No
1144,Cordoba,Union,Alto Alegre,816,Si,Si,No,Si,No,No,Si,Si,Si
1145,Cordoba,Union,Ana Zumaran,98,No,No,No,No,No,No,No,No,Si
1146,Cordoba,Union,Ballesteros,3928,Si,No,No,Si,No,Si,Si,Si,Si
1147,Cordoba,Union,Ballesteros Sur,532,No,No,No,Si,No,Si,Si,No,No
1148,Cordoba,Union,Bell Ville,33835,Si,Si,No,Si,No,No,Si,Si,Si
1149,Cordoba,Union,Benjamin Gould,699,No,No,No,No,No,Si,Si,No,Si
1150,Jujuy,El Carmen,Perico,44750,No,Si,No,No,Si,Si,Si,Si,Si
1151,Jujuy,El Carmen,Pila Pardo,0,No,No,No,No,No,No,No,No,No
1152,Jujuy,El Carmen,Puesto Viejo,1372,No,Si,No,No,Si,No,Si,Si,Si
1153,Jujuy,El Carmen,San Isidro,93,No,No,No,No,No,No,No,No,No
1154,Jujuy,El Carmen,San Juancito,45,No,No,No,No,No,No,No,No,Si
1155,Jujuy,Humahuaca,Aparzo,52,No,No,No,No,No,No,No,No,No
1156,Jujuy,Humahuaca,Cianzo,76,No,No,No,No,No,No,No,No,No
1157,Jujuy,Humahuaca,Coctaca,141,No,No,No,No,No,No,No,No,No
1158,Jujuy,Humahuaca,El Aguilar,2264,No,No,No,No,Si,No,Si,Si,Si
1159,Jujuy,Humahuaca,Hipolito Yrigoyen (Est. Iturbe),456,No,No,No,Si,No,No,No,No,No
1160,Jujuy,Humahuaca,Humahuaca,10256,Si,No,No,No,Si,Si,Si,Si,Si
1161,Jujuy,Humahuaca,Palca De Aparzo,144,No,No,No,No,No,No,No,No,Si
1162,Jujuy,Humahuaca,Palca De Varas,103,No,No,No,No,No,No,No,No,No
1163,Jujuy,Humahuaca,Rodero,30,No,No,No,No,No,No,No,No,No
1164,Jujuy,Humahuaca,Tres Cruces,376,No,No,No,Si,No,No,No,No,Si
1165,Jujuy,Humahuaca,Uquia (Est. Senador Perez),508,Si,No,No,Si,No,No,Si,No,No
1166,Jujuy,Ledesma,Bananal,689,No,No,No,Si,No,No,No,No,No
1167,Jujuy,Ledesma,Bermejito,145,No,No,No,No,No,No,No,No,No
1168,Jujuy,Ledesma,Caimancito,5336,Si,No,No,No,Si,Si,Si,Si,Si
1169,Jujuy,Ledesma,Calilegua,5997,No,Si,No,No,Si,No,No,Si,Si
1170,Jujuy,Ledesma,Chalican,1062,No,No,No,No,No,Si,No,No,Si
1171,Santa Fe,General Obligado,Puerto Reconquista,1144,No,No,No,No,No,No,Si,No,Si
1172,Mendoza,Junin,Phillips,894,No,No,No,No,No,Si,Si,No,No
1173,Mendoza,Junin,Rodriguez Peña,751,No,No,No,No,No,Si,Si,No,Si
1174,Mendoza,La Paz,Desaguadero,424,No,No,No,No,No,No,Si,Si,Si
1175,Mendoza,La Paz,La Paz,7872,Si,No,No,Si,No,No,Si,Si,Si
1176,Mendoza,La Paz,Villa Antigua,311,No,No,No,No,No,No,No,No,No
1177,Mendoza,Las Heras,Blanco Encalada,555,No,No,No,No,No,Si,Si,No,No
1178,Mendoza,Las Heras,Capdeville,5103,No,No,No,No,No,No,No,No,Si
1179,Mendoza,Las Heras,El Algarrobal,0,No,No,No,No,No,No,No,Si,Si
1180,Mendoza,Las Heras,El Borbollon,0,No,No,No,No,No,No,No,Si,Si
1181,Mendoza,Las Heras,El Challao,0,No,No,No,Si,No,No,No,No,No
1182,Mendoza,Las Heras,El Plumerillo,0,No,No,No,Si,No,No,No,Si,Si
1183,Mendoza,Las Heras,El Resguardo,0,No,No,No,Si,No,No,No,Si,No
1184,Mendoza,Las Heras,El Zapallar,0,No,No,No,Si,No,No,No,Si,Si
1185,Mendoza,Las Heras,Jocoli,804,No,No,No,No,No,No,Si,Si,Si
1186,Mendoza,Las Heras,La Cieneguita,0,No,No,No,No,No,No,No,Si,Si
1187,Mendoza,Las Heras,Las Cuevas,8,No,No,No,No,No,No,No,Si,Si
1188,Mendoza,Lavalle,El Vergel,362,No,No,No,No,No,Si,No,No,No
1189,Mendoza,Lavalle,Ingeniero Gustavo Andre,288,No,No,No,No,No,Si,No,No,No
1190,Mendoza,Las Heras,Las Heras,189067,Si,No,Si,Si,Si,Si,Si,Si,Si
1191,Mendoza,Las Heras,Los Penitentes,2,No,No,No,No,No,No,No,No,No
1192,Mendoza,Las Heras,Panquehua,0,No,No,No,Si,No,No,No,Si,Si
1193,Mendoza,Las Heras,Papagayos,0,No,No,No,No,Si,No,No,Si,Si
1194,Mendoza,Las Heras,Polvaredas,128,No,No,No,No,No,No,No,No,No
1195,Mendoza,Las Heras,Puente Del Inca,126,No,No,No,No,No,No,No,Si,Si
1196,Mendoza,Las Heras,Punta De Vacas,18,No,No,No,No,No,No,No,No,No
1197,Mendoza,Las Heras,Sierras De Encalada,0,No,No,No,No,No,No,No,Si,Si
1198,Mendoza,Las Heras,Uspallata,3810,Si,No,Si,Si,No,No,Si,Si,Si
1199,Mendoza,Lavalle,3 De Mayo,516,No,No,No,No,No,Si,Si,No,Si
1200,Mendoza,Lavalle,Barrio Alto Del Olvido,266,No,No,No,No,No,No,No,No,No
1201,Mendoza,Lavalle,Barrio Jocoli Ii,163,No,No,No,No,No,No,No,No,No
1202,Mendoza,Lavalle,Barrio La Esperanza,0,No,No,No,No,No,No,No,No,No
1203,Mendoza,Lavalle,Barrio La Palmera,136,No,No,No,No,No,No,No,No,No
1204,Mendoza,Lavalle,Barrio La Pega,392,No,No,No,No,No,No,Si,No,No
1205,Mendoza,Lavalle,Barrio Lagunas De Bartoluzzi,290,No,No,No,No,No,No,No,No,No
1206,Mendoza,Lavalle,Barrio Los Jarilleros,831,No,No,No,No,No,No,No,No,No
1207,Mendoza,Lavalle,Barrio Los Olivos,73,Si,No,No,No,No,No,Si,No,No
1208,Mendoza,Lavalle,Barrio Virgen Del Rosario,211,No,No,No,No,No,No,No,No,No
1209,Mendoza,Lavalle,Costa De Araujo,2816,No,No,No,Si,No,Si,No,Si,Si
1210,Mendoza,Lavalle,El Paramillo,90,No,No,No,No,No,No,No,No,No
1211,Misiones,Cainguas,Aristobulo Del Valle,12375,Si,Si,No,Si,Si,No,Si,Si,Si
1212,Misiones,Cainguas,Campo Grande,6547,Si,No,No,Si,Si,No,Si,Si,Si
1213,Misiones,Cainguas,Dos De Mayo Nucleo I,6504,No,No,No,Si,No,No,Si,No,No
1214,Misiones,Cainguas,Dos De Mayo Nucleo Ii,0,No,No,No,No,No,No,No,No,No
1215,Misiones,Cainguas,Dos De Mayo Nucleo Iii,739,No,No,No,No,No,Si,No,No,No
1216,Misiones,Cainguas,Kilometro 17,439,No,No,No,No,No,No,No,No,No
1217,Misiones,Cainguas,Nucleo I,0,No,No,No,No,No,No,No,No,No
1218,Misiones,Cainguas,Nucleo Ii,0,No,No,No,No,No,No,No,No,Si
1219,Misiones,Cainguas,Pueblo Illia,348,No,No,No,No,No,Si,No,No,No
1220,Misiones,Cainguas,Salto Encantado,3543,No,Si,No,No,Si,Si,Si,No,Si
1221,Misiones,Candelaria,Barrio Del Lago,69,No,No,No,Si,No,No,No,No,No
1222,Misiones,Candelaria,Bonpland,1842,Si,No,No,No,No,No,Si,No,Si
1223,Misiones,Candelaria,Candelaria,13777,Si,Si,No,No,Si,No,Si,Si,Si
1224,Misiones,Candelaria,Cerro Cora,684,No,No,No,No,No,No,Si,No,Si
1225,Misiones,Candelaria,Loreto,309,No,No,No,No,No,No,No,No,No
1226,Misiones,Candelaria,Martires,530,No,No,No,No,No,Si,No,Si,Si
1227,Misiones,Candelaria,Profundidad,385,No,No,No,No,No,Si,No,No,No
1228,Misiones,Candelaria,Puerto Santa Ana,53,No,No,No,No,No,No,No,No,No
1229,Salta,Anta,Apolinario Saravia,6730,No,Si,No,No,Si,Si,Si,Si,Si
1230,Salta,Anta,Ceibalito,176,No,No,No,No,No,No,No,No,No
1231,Salta,Anta,Centro 25 De Junio,877,No,No,No,No,No,No,No,Si,Si
1232,Salta,Anta,Coronel Mollinedo,1061,No,No,No,No,Si,Si,No,No,Si
1233,Salta,Anta,Coronel Olleros,432,No,No,No,No,No,Si,No,No,Si
1234,Salta,Anta,El Quebrachal,6536,No,Si,No,Si,Si,No,Si,Si,Si
1235,Salta,Anta,Gaona,1883,No,Si,No,Si,Si,No,Si,No,Si
1236,Salta,Anta,General Pizarro,1604,No,No,No,Si,Si,Si,No,No,Si
1237,Salta,Anta,Joaquin V. Gonzalez,16329,Si,Si,No,Si,Si,No,Si,Si,Si
1238,Salta,Anta,Las Lajitas,9887,No,Si,No,Si,Si,Si,Si,Si,Si
1239,Salta,Anta,Luis Burela,1070,No,No,No,No,No,Si,No,No,No
1240,Salta,Anta,Macapillo,90,No,No,No,No,No,No,No,No,No
1241,Salta,Anta,Nuestra Señora De Talavera,1328,No,No,No,No,No,No,No,Si,Si
1242,Salta,Anta,Piquete Cabado,681,No,No,No,No,Si,Si,No,No,No
1243,Salta,Anta,Rio Del Valle,758,No,No,No,No,Si,Si,No,No,No
1244,Salta,Anta,Tolloche,197,No,No,No,Si,No,No,No,No,No
1245,San Luis,Chacabuco,Naschel,3543,No,Si,No,No,No,Si,Si,No,Si
1246,San Luis,Chacabuco,Papagayos,433,No,No,No,No,No,Si,No,No,No
1247,San Luis,Chacabuco,Pozo Cavado,0,No,No,No,No,No,No,No,No,No
1248,San Luis,Chacabuco,Punta De La Loma,0,No,No,No,No,No,No,No,No,No
1249,San Luis,Chacabuco,Renca,178,No,No,No,No,No,Si,No,No,No
1250,San Luis,Chacabuco,San Felipe,0,No,No,No,No,No,No,No,No,No
1251,San Luis,Chacabuco,San Miguel,0,No,No,No,No,No,No,No,No,No
1252,San Luis,Chacabuco,San Pablo,192,No,No,No,No,No,Si,No,No,No
1253,San Luis,Chacabuco,Santa Martina,0,No,No,No,No,No,No,No,No,No
1254,San Luis,Chacabuco,Tilisarao,6256,No,Si,No,No,No,Si,No,Si,Si
1255,San Luis,Chacabuco,Villa Del Carmen,751,No,No,No,No,No,Si,Si,No,Si
1256,San Luis,Chacabuco,Villa Larca,957,No,No,No,No,No,Si,Si,Si,Si
1257,San Luis,Coronel Pringles,Balde De La Isla,0,No,No,No,No,No,No,No,No,No
1258,San Luis,Coronel Pringles,Carolina,251,No,No,No,No,No,Si,Si,No,No
1259,San Luis,Coronel Pringles,Cerros Largos,0,No,No,No,No,No,No,No,No,No
1260,San Luis,Coronel Pringles,Cienaga De Intihuasi,0,No,No,No,No,No,No,No,No,No
1261,San Luis,Coronel Pringles,El Arenal,0,No,No,No,No,No,No,No,No,No
1262,San Luis,Coronel Pringles,El Baldecito,0,No,No,No,No,No,No,No,No,No
1263,San Luis,Coronel Pringles,El Durazno,0,No,No,No,No,No,Si,No,Si,No
1264,San Luis,Coronel Pringles,El Trapiche,1200,No,No,No,No,No,Si,Si,Si,Si
1265,San Luis,Coronel Pringles,Eleodoro Lobos,0,No,No,No,No,No,No,No,Si,Si
1266,San Luis,Coronel Pringles,Estancia Grande,53,No,No,No,No,No,No,No,No,No
1267,San Luis,Coronel Pringles,Fraga,1127,No,No,No,No,No,Si,Si,No,Si
1268,San Luis,Coronel Pringles,Intihuasi,0,No,No,No,No,No,No,No,No,No
1269,Santa Fe,General Lopez,Amenabar,1605,Si,No,No,No,No,Si,Si,Si,Si
1270,Santa Fe,General Lopez,Cafferata,1449,Si,No,No,Si,No,No,No,Si,Si
1271,Santa Fe,General Lopez,Cañada Del Ucle,698,Si,No,No,No,No,Si,Si,No,No
1272,Santa Fe,General Lopez,Carmen,1611,No,No,No,No,No,Si,Si,Si,Si
1273,Santa Fe,General Lopez,Carreras,1906,No,Si,No,No,No,Si,Si,Si,Si
1274,Santa Fe,General Lopez,Chapuy,571,No,Si,No,No,No,No,Si,Si,Si
1275,Santa Fe,General Lopez,Chovet,2101,No,Si,No,No,No,No,Si,Si,Si
1276,Santa Fe,General Lopez,Christophersen,499,No,No,No,Si,No,Si,Si,No,Si
1277,Santa Fe,General Lopez,Diego De Alvear,1855,Si,No,No,Si,No,Si,Si,Si,Si
1278,Santa Fe,General Lopez,Elortondo,5632,Si,No,No,No,No,No,Si,Si,Si
1279,Santa Fe,General Lopez,Firmat,19757,Si,Si,No,Si,No,No,Si,Si,Si
1280,Santa Fe,General Obligado,Reconquista,70549,Si,Si,No,Si,Si,Si,Si,Si,Si
1281,Santa Fe,General Obligado,San Antonio De Obligado,2579,Si,Si,No,No,Si,Si,Si,No,Si
1282,Santa Fe,General Obligado,Tacuarendi (Emb. Kilometro 421),2586,Si,Si,No,No,No,Si,Si,Si,Si
1283,Santa Fe,General Obligado,Villa Ana,2696,No,No,No,No,Si,No,Si,No,Si
1284,Santa Fe,General Obligado,Villa Guillermina,4555,Si,Si,No,No,Si,Si,Si,Si,Si
1285,Santa Fe,General Obligado,Villa Ocampo,15037,Si,No,No,No,Si,No,Si,Si,Si
1286,Santa Fe,Iriondo,Barrio Cicarelli,28,No,No,No,No,No,Si,No,No,No
1287,Santa Fe,Iriondo,Bustinza,1098,Si,No,No,Si,No,Si,Si,No,Si
1288,Santa Fe,Iriondo,Cañada De Gomez,29205,Si,Si,No,Si,No,Si,Si,Si,Si
1289,Santa Fe,Iriondo,Carrizales (Est. Clarke),1041,Si,Si,No,No,No,No,Si,No,Si
1290,Santa Fe,Iriondo,Classon,484,No,No,No,Si,No,Si,Si,Si,Si
1291,Santa Fe,Rosario,Rosario,948312,Si,Si,Si,Si,Si,Si,Si,Si,Si
